record_id,customer_id,product_category,region,amount,is_priority,event_date,event_ts
4127,10068,electronics,south,182.41,false,2026-03-18,2026-01-21 09:22:00
4128,10617,fashion,east,367.32,true,2026-03-19,2026-01-21 09:29:00
4129,10561,grocery,west,371.51,false,2026-03-20,2026-01-21 09:36:00
4130,10465,home,central,350.65,true,2026-03-21,2026-01-21 09:43:00
4131,10781,books,north,35.53,false,2026-03-22,2026-01-21 09:50:00
4132,10657,electronics,south,100.03,true,2026-03-23,2026-01-21 09:57:00
4133,10455,fashion,east,397.60,false,2026-03-24,2026-01-21 10:04:00
4134,10140,grocery,west,11.51,true,2026-03-25,2026-01-21 10:11:00
4135,10205,home,central,317.87,false,2026-03-26,2026-01-21 10:18:00
4136,10322,books,north,292.15,true,2026-03-27,2026-01-21 10:25:00
4137,10114,electronics,south,87.33,false,2026-03-28,2026-01-21 10:32:00
4138,10529,fashion,east,359.65,true,2026-03-29,2026-01-21 10:39:00
4139,10787,grocery,west,417.00,false,2026-03-30,2026-01-21 10:46:00
4140,10782,home,central,73.75,true,2026-03-31,2026-01-21 10:53:00
4141,10609,books,north,346.02,false,2026-01-01,2026-01-21 11:00:00
4142,10812,electronics,south,470.31,true,2026-01-02,2026-01-21 11:07:00
4143,10463,fashion,east,244.40,false,2026-01-03,2026-01-21 11:14:00
4144,10753,grocery,west,75.42,true,2026-01-04,2026-01-21 11:21:00
4145,10178,home,central,346.86,false,2026-01-05,2026-01-21 11:28:00
4146,10847,books,north,170.51,true,2026-01-06,2026-01-21 11:35:00
4147,10289,electronics,south,107.35,false,2026-01-07,2026-01-21 11:42:00
4148,10425,fashion,east,190.12,true,2026-01-08,2026-01-21 11:49:00
4149,10403,grocery,west,439.43,false,2026-01-09,2026-01-21 11:56:00
4150,10855,home,central,443.33,true,2026-01-10,2026-01-21 12:03:00
4151,10230,books,north,20.16,false,2026-01-11,2026-01-21 12:10:00
4152,10024,electronics,south,462.33,true,2026-01-12,2026-01-21 12:17:00
4153,10663,fashion,east,309.88,false,2026-01-13,2026-01-21 12:24:00
4154,10235,grocery,west,454.35,true,2026-01-14,2026-01-21 12:31:00
4155,10474,home,central,107.15,false,2026-01-15,2026-01-21 12:38:00
4156,10719,books,north,427.40,true,2026-01-16,2026-01-21 12:45:00
4157,10051,electronics,south,206.51,false,2026-01-17,2026-01-21 12:52:00
4158,10440,fashion,east,304.19,true,2026-01-18,2026-01-21 12:59:00
4159,10153,grocery,west,53.64,false,2026-01-19,2026-01-21 13:06:00
4160,10377,home,central,93.36,true,2026-01-20,2026-01-21 13:13:00
4161,10581,books,north,67.50,false,2026-01-21,2026-01-21 13:20:00
4162,10736,electronics,south,267.66,true,2026-01-22,2026-01-21 13:27:00
4163,10792,fashion,east,460.79,false,2026-01-23,2026-01-21 13:34:00
4164,10465,grocery,west,415.36,true,2026-01-24,2026-01-21 13:41:00
4165,10507,home,central,68.07,false,2026-01-25,2026-01-21 13:48:00
4166,10731,books,north,109.54,true,2026-01-26,2026-01-21 13:55:00
4167,10883,electronics,south,408.57,false,2026-01-27,2026-01-21 14:02:00
4168,10273,fashion,east,151.10,true,2026-01-28,2026-01-21 14:09:00
4169,10507,grocery,west,197.22,false,2026-01-29,2026-01-21 14:16:00
4170,10442,home,central,429.61,true,2026-01-30,2026-01-21 14:23:00
4171,10615,books,north,115.63,false,2026-01-31,2026-01-21 14:30:00
4172,10844,electronics,south,148.65,true,2026-02-01,2026-01-21 14:37:00
4173,10694,fashion,east,102.79,false,2026-02-02,2026-01-21 14:44:00
4174,10185,grocery,west,210.18,true,2026-02-03,2026-01-21 14:51:00
4175,10150,home,central,24.10,false,2026-02-04,2026-01-21 14:58:00
4176,10269,books,north,125.39,true,2026-02-05,2026-01-21 15:05:00
4177,10462,electronics,south,454.59,false,2026-02-06,2026-01-21 15:12:00
4178,10379,fashion,east,295.62,true,2026-02-07,2026-01-21 15:19:00
4179,10663,grocery,west,234.50,false,2026-02-08,2026-01-21 15:26:00
4180,10011,home,central,239.75,true,2026-02-09,2026-01-21 15:33:00
4181,10893,books,north,168.39,false,2026-02-10,2026-01-21 15:40:00
4182,10710,electronics,south,204.80,true,2026-02-11,2026-01-21 15:47:00
4183,10218,fashion,east,359.53,false,2026-02-12,2026-01-21 15:54:00
4184,10726,grocery,west,217.41,true,2026-02-13,2026-01-21 16:01:00
4185,10612,home,central,135.55,false,2026-02-14,2026-01-21 16:08:00
4186,10098,books,north,282.93,true,2026-02-15,2026-01-21 16:15:00
4187,10054,electronics,south,173.10,false,2026-02-16,2026-01-21 16:22:00
4188,10241,fashion,east,240.76,true,2026-02-17,2026-01-21 16:29:00
4189,10363,grocery,west,498.40,false,2026-02-18,2026-01-21 16:36:00
4190,10687,home,central,483.93,true,2026-02-19,2026-01-21 16:43:00
4191,10613,books,north,357.69,false,2026-02-20,2026-01-21 16:50:00
4192,10830,electronics,south,32.30,true,2026-02-21,2026-01-21 16:57:00
4193,10260,fashion,east,257.23,false,2026-02-22,2026-01-21 17:04:00
4194,10391,grocery,west,158.23,true,2026-02-23,2026-01-21 17:11:00
4195,10405,home,central,338.92,false,2026-02-24,2026-01-21 17:18:00
4196,10136,books,north,484.35,true,2026-02-25,2026-01-21 17:25:00
4197,10573,electronics,south,30.15,false,2026-02-26,2026-01-21 17:32:00
4198,10184,fashion,east,137.54,true,2026-02-27,2026-01-21 17:39:00
4199,10516,grocery,west,251.49,false,2026-02-28,2026-01-21 17:46:00
4200,10348,home,central,440.17,true,2026-03-01,2026-01-21 17:53:00
4201,10136,books,north,53.93,false,2026-03-02,2026-01-21 18:00:00
4202,10728,electronics,south,269.91,true,2026-03-03,2026-01-21 18:07:00
4203,10146,fashion,east,137.60,false,2026-03-04,2026-01-21 18:14:00
4204,10321,grocery,west,31.64,true,2026-03-05,2026-01-21 18:21:00
4205,10131,home,central,254.61,false,2026-03-06,2026-01-21 18:28:00
4206,10855,books,north,147.69,true,2026-03-07,2026-01-21 18:35:00
4207,10370,electronics,south,463.86,false,2026-03-08,2026-01-21 18:42:00
4208,10290,fashion,east,452.37,true,2026-03-09,2026-01-21 18:49:00
4209,10270,grocery,west,310.34,false,2026-03-10,2026-01-21 18:56:00
4210,10780,home,central,464.09,true,2026-03-11,2026-01-21 19:03:00
4211,10530,books,north,163.38,false,2026-03-12,2026-01-21 19:10:00
4212,10169,electronics,south,164.62,true,2026-03-13,2026-01-21 19:17:00
4213,10504,fashion,east,384.20,false,2026-03-14,2026-01-21 19:24:00
4214,10155,grocery,west,282.28,true,2026-03-15,2026-01-21 19:31:00
4215,10674,home,central,321.96,false,2026-03-16,2026-01-21 19:38:00
4216,10451,books,north,36.08,true,2026-03-17,2026-01-21 19:45:00
4217,10153,electronics,south,36.74,false,2026-03-18,2026-01-21 19:52:00
4218,10188,fashion,east,27.57,true,2026-03-19,2026-01-21 19:59:00
4219,10267,grocery,west,90.14,false,2026-03-20,2026-01-21 20:06:00
4220,10479,home,central,223.85,true,2026-03-21,2026-01-21 20:13:00
4221,10507,books,north,29.99,false,2026-03-22,2026-01-21 20:20:00
4222,10366,electronics,south,494.52,true,2026-03-23,2026-01-21 20:27:00
4223,10575,fashion,east,247.75,false,2026-03-24,2026-01-21 20:34:00
4224,10505,grocery,west,65.12,true,2026-03-25,2026-01-21 20:41:00
4225,10738,home,central,434.77,false,2026-03-26,2026-01-21 20:48:00
4226,10127,books,north,181.31,true,2026-03-27,2026-01-21 20:55:00
4227,10209,electronics,south,435.40,false,2026-03-28,2026-01-21 21:02:00
4228,10185,fashion,east,419.13,true,2026-03-29,2026-01-21 21:09:00
4229,10768,grocery,west,259.28,false,2026-03-30,2026-01-21 21:16:00
4230,10280,home,central,285.99,true,2026-03-31,2026-01-21 21:23:00
4231,10680,books,north,296.98,false,2026-01-01,2026-01-21 21:30:00
4232,10598,electronics,south,499.02,true,2026-01-02,2026-01-21 21:37:00
4233,10005,fashion,east,267.75,false,2026-01-03,2026-01-21 21:44:00
4234,10585,grocery,west,98.48,true,2026-01-04,2026-01-21 21:51:00
4235,10079,home,central,130.62,false,2026-01-05,2026-01-21 21:58:00
4236,10511,books,north,341.69,true,2026-01-06,2026-01-21 22:05:00
4237,10337,electronics,south,22.72,false,2026-01-07,2026-01-21 22:12:00
4238,10698,fashion,east,490.85,true,2026-01-08,2026-01-21 22:19:00
4239,10125,grocery,west,203.14,false,2026-01-09,2026-01-21 22:26:00
4240,10605,home,central,465.28,true,2026-01-10,2026-01-21 22:33:00
4241,10109,books,north,420.12,false,2026-01-11,2026-01-21 22:40:00
4242,10158,electronics,south,24.15,true,2026-01-12,2026-01-21 22:47:00
4243,10472,fashion,east,417.04,false,2026-01-13,2026-01-21 22:54:00
4244,10676,grocery,west,245.13,true,2026-01-14,2026-01-21 23:01:00
4245,10644,home,central,478.05,false,2026-01-15,2026-01-21 23:08:00
4246,10609,books,north,332.42,true,2026-01-16,2026-01-21 23:15:00
4247,10338,electronics,south,485.19,false,2026-01-17,2026-01-21 23:22:00
4248,10672,fashion,east,314.96,true,2026-01-18,2026-01-21 23:29:00
4249,10464,grocery,west,169.21,false,2026-01-19,2026-01-21 23:36:00
4250,10750,home,central,499.91,true,2026-01-20,2026-01-21 23:43:00
4251,10817,books,north,288.89,false,2026-01-21,2026-01-21 23:50:00
4252,10217,electronics,south,433.01,true,2026-01-22,2026-01-21 23:57:00
4253,10821,fashion,east,325.39,false,2026-01-23,2026-01-22 00:04:00
4254,10331,grocery,west,401.09,true,2026-01-24,2026-01-22 00:11:00
4255,10762,home,central,44.65,false,2026-01-25,2026-01-22 00:18:00
4256,10617,books,north,196.88,true,2026-01-26,2026-01-22 00:25:00
4257,10409,electronics,south,135.03,false,2026-01-27,2026-01-22 00:32:00
4258,10246,fashion,east,482.87,true,2026-01-28,2026-01-22 00:39:00
4259,10887,grocery,west,205.47,false,2026-01-29,2026-01-22 00:46:00
4260,10022,home,central,427.65,true,2026-01-30,2026-01-22 00:53:00
4261,10167,books,north,200.37,false,2026-01-31,2026-01-22 01:00:00
4262,10413,electronics,south,149.62,true,2026-02-01,2026-01-22 01:07:00
4263,10771,fashion,east,477.67,false,2026-02-02,2026-01-22 01:14:00
4264,10158,grocery,west,69.09,true,2026-02-03,2026-01-22 01:21:00
4265,10503,home,central,402.54,false,2026-02-04,2026-01-22 01:28:00
4266,10754,books,north,405.11,true,2026-02-05,2026-01-22 01:35:00
4267,10318,electronics,south,452.83,false,2026-02-06,2026-01-22 01:42:00
4268,10618,fashion,east,74.33,true,2026-02-07,2026-01-22 01:49:00
4269,10682,grocery,west,57.09,false,2026-02-08,2026-01-22 01:56:00
4270,10377,home,central,261.20,true,2026-02-09,2026-01-22 02:03:00
4271,10502,books,north,228.27,false,2026-02-10,2026-01-22 02:10:00
4272,10398,electronics,south,243.46,true,2026-02-11,2026-01-22 02:17:00
4273,10577,fashion,east,304.17,false,2026-02-12,2026-01-22 02:24:00
4274,10093,grocery,west,380.68,true,2026-02-13,2026-01-22 02:31:00
4275,10831,home,central,190.44,false,2026-02-14,2026-01-22 02:38:00
4276,10191,books,north,222.71,true,2026-02-15,2026-01-22 02:45:00
4277,10437,electronics,south,55.54,false,2026-02-16,2026-01-22 02:52:00
4278,10526,fashion,east,177.45,true,2026-02-17,2026-01-22 02:59:00
4279,10475,grocery,west,341.46,false,2026-02-18,2026-01-22 03:06:00
4280,10664,home,central,346.26,true,2026-02-19,2026-01-22 03:13:00
4281,10159,books,north,466.03,false,2026-02-20,2026-01-22 03:20:00
4282,10540,electronics,south,318.48,true,2026-02-21,2026-01-22 03:27:00
4283,10538,fashion,east,51.15,false,2026-02-22,2026-01-22 03:34:00
4284,10480,grocery,west,224.30,true,2026-02-23,2026-01-22 03:41:00
4285,10821,home,central,244.03,false,2026-02-24,2026-01-22 03:48:00
4286,10153,books,north,492.25,true,2026-02-25,2026-01-22 03:55:00
4287,10701,electronics,south,452.42,false,2026-02-26,2026-01-22 04:02:00
4288,10862,fashion,east,131.84,true,2026-02-27,2026-01-22 04:09:00
4289,10438,grocery,west,154.79,false,2026-02-28,2026-01-22 04:16:00
4290,10049,home,central,279.99,true,2026-03-01,2026-01-22 04:23:00
4291,10047,books,north,261.57,false,2026-03-02,2026-01-22 04:30:00
4292,10523,electronics,south,218.21,true,2026-03-03,2026-01-22 04:37:00
4293,10097,fashion,east,237.68,false,2026-03-04,2026-01-22 04:44:00
4294,10738,grocery,west,288.55,true,2026-03-05,2026-01-22 04:51:00
4295,10260,home,central,184.17,false,2026-03-06,2026-01-22 04:58:00
4296,10600,books,north,50.07,true,2026-03-07,2026-01-22 05:05:00
4297,10516,electronics,south,17.97,false,2026-03-08,2026-01-22 05:12:00
4298,10759,fashion,east,334.17,true,2026-03-09,2026-01-22 05:19:00
4299,10184,grocery,west,395.23,false,2026-03-10,2026-01-22 05:26:00
4300,10864,home,central,202.55,true,2026-03-11,2026-01-22 05:33:00
4301,10086,books,north,213.96,false,2026-03-12,2026-01-22 05:40:00
4302,10722,electronics,south,155.85,true,2026-03-13,2026-01-22 05:47:00
4303,10602,fashion,east,364.81,false,2026-03-14,2026-01-22 05:54:00
4304,10776,grocery,west,338.43,true,2026-03-15,2026-01-22 06:01:00
4305,10639,home,central,405.84,false,2026-03-16,2026-01-22 06:08:00
4306,10350,books,north,483.69,true,2026-03-17,2026-01-22 06:15:00
4307,10893,electronics,south,406.90,false,2026-03-18,2026-01-22 06:22:00
4308,10217,fashion,east,100.69,true,2026-03-19,2026-01-22 06:29:00
4309,10765,grocery,west,491.27,false,2026-03-20,2026-01-22 06:36:00
4310,10266,home,central,437.09,true,2026-03-21,2026-01-22 06:43:00
4311,10109,books,north,222.56,false,2026-03-22,2026-01-22 06:50:00
4312,10019,electronics,south,12.87,true,2026-03-23,2026-01-22 06:57:00
4313,10120,fashion,east,16.52,false,2026-03-24,2026-01-22 07:04:00
4314,10672,grocery,west,243.79,true,2026-03-25,2026-01-22 07:11:00
4315,10709,home,central,208.49,false,2026-03-26,2026-01-22 07:18:00
4316,10674,books,north,483.24,true,2026-03-27,2026-01-22 07:25:00
4317,10617,electronics,south,365.70,false,2026-03-28,2026-01-22 07:32:00
4318,10311,fashion,east,313.06,true,2026-03-29,2026-01-22 07:39:00
4319,10632,grocery,west,186.76,false,2026-03-30,2026-01-22 07:46:00
4320,10690,home,central,481.94,true,2026-03-31,2026-01-22 07:53:00
4321,10692,books,north,203.55,false,2026-01-01,2026-01-22 08:00:00
4322,10310,electronics,south,52.94,true,2026-01-02,2026-01-22 08:07:00
4323,10139,fashion,east,16.80,false,2026-01-03,2026-01-22 08:14:00
4324,10115,grocery,west,409.82,true,2026-01-04,2026-01-22 08:21:00
4325,10713,home,central,485.55,false,2026-01-05,2026-01-22 08:28:00
4326,10880,books,north,23.14,true,2026-01-06,2026-01-22 08:35:00
4327,10493,electronics,south,327.83,false,2026-01-07,2026-01-22 08:42:00
4328,10666,fashion,east,128.47,true,2026-01-08,2026-01-22 08:49:00
4329,10863,grocery,west,316.77,false,2026-01-09,2026-01-22 08:56:00
4330,10809,home,central,273.91,true,2026-01-10,2026-01-22 09:03:00
4331,10089,books,north,157.45,false,2026-01-11,2026-01-22 09:10:00
4332,10475,electronics,south,82.60,true,2026-01-12,2026-01-22 09:17:00
4333,10433,fashion,east,20.69,false,2026-01-13,2026-01-22 09:24:00
4334,10171,grocery,west,452.18,true,2026-01-14,2026-01-22 09:31:00
4335,10757,home,central,354.27,false,2026-01-15,2026-01-22 09:38:00
4336,10497,books,north,241.03,true,2026-01-16,2026-01-22 09:45:00
4337,10881,electronics,south,230.26,false,2026-01-17,2026-01-22 09:52:00
4338,10249,fashion,east,108.66,true,2026-01-18,2026-01-22 09:59:00
4339,10584,grocery,west,416.43,false,2026-01-19,2026-01-22 10:06:00
4340,10402,home,central,34.95,true,2026-01-20,2026-01-22 10:13:00
4341,10009,books,north,60.31,false,2026-01-21,2026-01-22 10:20:00
4342,10868,electronics,south,359.42,true,2026-01-22,2026-01-22 10:27:00
4343,10426,fashion,east,425.82,false,2026-01-23,2026-01-22 10:34:00
4344,10755,grocery,west,293.54,true,2026-01-24,2026-01-22 10:41:00
4345,10749,home,central,281.61,false,2026-01-25,2026-01-22 10:48:00
4346,10298,books,north,28.14,true,2026-01-26,2026-01-22 10:55:00
4347,10410,electronics,south,248.19,false,2026-01-27,2026-01-22 11:02:00
4348,10606,fashion,east,365.06,true,2026-01-28,2026-01-22 11:09:00
4349,10695,grocery,west,453.49,false,2026-01-29,2026-01-22 11:16:00
4350,10889,home,central,249.07,true,2026-01-30,2026-01-22 11:23:00
4351,10732,books,north,39.75,false,2026-01-31,2026-01-22 11:30:00
4352,10020,electronics,south,216.78,true,2026-02-01,2026-01-22 11:37:00
4353,10324,fashion,east,281.10,false,2026-02-02,2026-01-22 11:44:00
4354,10275,grocery,west,447.51,true,2026-02-03,2026-01-22 11:51:00
4355,10428,home,central,445.68,false,2026-02-04,2026-01-22 11:58:00
4356,10120,books,north,252.45,true,2026-02-05,2026-01-22 12:05:00
4357,10662,electronics,south,179.91,false,2026-02-06,2026-01-22 12:12:00
4358,10715,fashion,east,223.75,true,2026-02-07,2026-01-22 12:19:00
4359,10166,grocery,west,151.13,false,2026-02-08,2026-01-22 12:26:00
4360,10197,home,central,239.93,true,2026-02-09,2026-01-22 12:33:00
4361,10449,books,north,123.73,false,2026-02-10,2026-01-22 12:40:00
4362,10225,electronics,south,297.95,true,2026-02-11,2026-01-22 12:47:00
4363,10702,fashion,east,176.18,false,2026-02-12,2026-01-22 12:54:00
4364,10617,grocery,west,428.19,true,2026-02-13,2026-01-22 13:01:00
4365,10733,home,central,331.91,false,2026-02-14,2026-01-22 13:08:00
4366,10135,books,north,442.75,true,2026-02-15,2026-01-22 13:15:00
4367,10741,electronics,south,358.58,false,2026-02-16,2026-01-22 13:22:00
4368,10427,fashion,east,418.21,true,2026-02-17,2026-01-22 13:29:00
4369,10690,grocery,west,329.73,false,2026-02-18,2026-01-22 13:36:00
4370,10369,home,central,400.03,true,2026-02-19,2026-01-22 13:43:00
4371,10819,books,north,485.76,false,2026-02-20,2026-01-22 13:50:00
4372,10166,electronics,south,314.70,true,2026-02-21,2026-01-22 13:57:00
4373,10290,fashion,east,348.44,false,2026-02-22,2026-01-22 14:04:00
4374,10089,grocery,west,336.86,true,2026-02-23,2026-01-22 14:11:00
