record_id,customer_id,product_category,region,amount,is_priority,event_date,event_ts
2040,10565,home,central,181.38,true,2026-03-01,2026-01-11 05:53:00
2041,10168,books,north,420.45,false,2026-03-02,2026-01-11 06:00:00
2042,10265,electronics,south,376.99,true,2026-03-03,2026-01-11 06:07:00
2043,10706,fashion,east,54.29,false,2026-03-04,2026-01-11 06:14:00
2044,10029,grocery,west,199.42,true,2026-03-05,2026-01-11 06:21:00
2045,10167,home,central,428.37,false,2026-03-06,2026-01-11 06:28:00
2046,10799,books,north,482.81,true,2026-03-07,2026-01-11 06:35:00
2047,10878,electronics,south,118.46,false,2026-03-08,2026-01-11 06:42:00
2048,10231,fashion,east,342.07,true,2026-03-09,2026-01-11 06:49:00
2049,10276,grocery,west,329.28,false,2026-03-10,2026-01-11 06:56:00
2050,10526,home,central,19.83,true,2026-03-11,2026-01-11 07:03:00
2051,10800,books,north,483.90,false,2026-03-12,2026-01-11 07:10:00
2052,10699,electronics,south,14.36,true,2026-03-13,2026-01-11 07:17:00
2053,10136,fashion,east,327.21,false,2026-03-14,2026-01-11 07:24:00
2054,10616,grocery,west,402.42,true,2026-03-15,2026-01-11 07:31:00
2055,10230,home,central,133.67,false,2026-03-16,2026-01-11 07:38:00
2056,10825,books,north,472.07,true,2026-03-17,2026-01-11 07:45:00
2057,10730,electronics,south,483.84,false,2026-03-18,2026-01-11 07:52:00
2058,10659,fashion,east,144.94,true,2026-03-19,2026-01-11 07:59:00
2059,10386,grocery,west,427.28,false,2026-03-20,2026-01-11 08:06:00
2060,10471,home,central,133.48,true,2026-03-21,2026-01-11 08:13:00
2061,10478,books,north,158.05,false,2026-03-22,2026-01-11 08:20:00
2062,10534,electronics,south,413.91,true,2026-03-23,2026-01-11 08:27:00
2063,10407,fashion,east,296.40,false,2026-03-24,2026-01-11 08:34:00
2064,10008,grocery,west,260.64,true,2026-03-25,2026-01-11 08:41:00
2065,10679,home,central,483.58,false,2026-03-26,2026-01-11 08:48:00
2066,10860,books,north,193.37,true,2026-03-27,2026-01-11 08:55:00
2067,10663,electronics,south,300.95,false,2026-03-28,2026-01-11 09:02:00
2068,10290,fashion,east,156.25,true,2026-03-29,2026-01-11 09:09:00
2069,10111,grocery,west,246.05,false,2026-03-30,2026-01-11 09:16:00
2070,10345,home,central,494.30,true,2026-03-31,2026-01-11 09:23:00
2071,10656,books,north,169.32,false,2026-01-01,2026-01-11 09:30:00
2072,10284,electronics,south,137.96,true,2026-01-02,2026-01-11 09:37:00
2073,10729,fashion,east,476.57,false,2026-01-03,2026-01-11 09:44:00
2074,10668,grocery,west,156.41,true,2026-01-04,2026-01-11 09:51:00
2075,10154,home,central,263.47,false,2026-01-05,2026-01-11 09:58:00
2076,10247,books,north,450.85,true,2026-01-06,2026-01-11 10:05:00
2077,10825,electronics,south,430.08,false,2026-01-07,2026-01-11 10:12:00
2078,10830,fashion,east,304.02,true,2026-01-08,2026-01-11 10:19:00
2079,10677,grocery,west,166.60,false,2026-01-09,2026-01-11 10:26:00
2080,10144,home,central,363.43,true,2026-01-10,2026-01-11 10:33:00
2081,10672,books,north,253.71,false,2026-01-11,2026-01-11 10:40:00
2082,10303,electronics,south,137.12,true,2026-01-12,2026-01-11 10:47:00
2083,10429,fashion,east,208.25,false,2026-01-13,2026-01-11 10:54:00
2084,10755,grocery,west,27.31,true,2026-01-14,2026-01-11 11:01:00
2085,10726,home,central,497.43,false,2026-01-15,2026-01-11 11:08:00
2086,10836,books,north,103.06,true,2026-01-16,2026-01-11 11:15:00
2087,10744,electronics,south,359.55,false,2026-01-17,2026-01-11 11:22:00
2088,10703,fashion,east,271.97,true,2026-01-18,2026-01-11 11:29:00
2089,10804,grocery,west,243.11,false,2026-01-19,2026-01-11 11:36:00
2090,10688,home,central,185.66,true,2026-01-20,2026-01-11 11:43:00
2091,10308,books,north,424.26,false,2026-01-21,2026-01-11 11:50:00
2092,10861,electronics,south,332.23,true,2026-01-22,2026-01-11 11:57:00
2093,10572,fashion,east,98.76,false,2026-01-23,2026-01-11 12:04:00
2094,10100,grocery,west,240.68,true,2026-01-24,2026-01-11 12:11:00
2095,10759,home,central,136.74,false,2026-01-25,2026-01-11 12:18:00
2096,10828,books,north,283.93,true,2026-01-26,2026-01-11 12:25:00
2097,10188,electronics,south,473.99,false,2026-01-27,2026-01-11 12:32:00
2098,10344,fashion,east,330.67,true,2026-01-28,2026-01-11 12:39:00
2099,10228,grocery,west,184.09,false,2026-01-29,2026-01-11 12:46:00
2100,10763,home,central,437.00,true,2026-01-30,2026-01-11 12:53:00
2101,10431,books,north,396.16,false,2026-01-31,2026-01-11 13:00:00
2102,10340,electronics,south,192.12,true,2026-02-01,2026-01-11 13:07:00
2103,10600,fashion,east,154.09,false,2026-02-02,2026-01-11 13:14:00
2104,10872,grocery,west,67.71,true,2026-02-03,2026-01-11 13:21:00
2105,10055,home,central,434.53,false,2026-02-04,2026-01-11 13:28:00
2106,10598,books,north,294.35,true,2026-02-05,2026-01-11 13:35:00
2107,10636,electronics,south,44.90,false,2026-02-06,2026-01-11 13:42:00
2108,10200,fashion,east,255.23,true,2026-02-07,2026-01-11 13:49:00
2109,10889,grocery,west,343.54,false,2026-02-08,2026-01-11 13:56:00
2110,10543,home,central,156.19,true,2026-02-09,2026-01-11 14:03:00
2111,10056,books,north,436.72,false,2026-02-10,2026-01-11 14:10:00
2112,10155,electronics,south,77.31,true,2026-02-11,2026-01-11 14:17:00
2113,10206,fashion,east,177.91,false,2026-02-12,2026-01-11 14:24:00
2114,10584,grocery,west,447.49,true,2026-02-13,2026-01-11 14:31:00
2115,10469,home,central,80.18,false,2026-02-14,2026-01-11 14:38:00
2116,10884,books,north,360.68,true,2026-02-15,2026-01-11 14:45:00
2117,10798,electronics,south,49.60,false,2026-02-16,2026-01-11 14:52:00
2118,10341,fashion,east,319.21,true,2026-02-17,2026-01-11 14:59:00
2119,10182,grocery,west,163.57,false,2026-02-18,2026-01-11 15:06:00
2120,10060,home,central,12.31,true,2026-02-19,2026-01-11 15:13:00
2121,10281,books,north,112.60,false,2026-02-20,2026-01-11 15:20:00
2122,10793,electronics,south,92.62,true,2026-02-21,2026-01-11 15:27:00
2123,10783,fashion,east,87.63,false,2026-02-22,2026-01-11 15:34:00
2124,10805,grocery,west,384.15,true,2026-02-23,2026-01-11 15:41:00
2125,10091,home,central,73.41,false,2026-02-24,2026-01-11 15:48:00
2126,10445,books,north,320.41,true,2026-02-25,2026-01-11 15:55:00
2127,10414,electronics,south,220.22,false,2026-02-26,2026-01-11 16:02:00
2128,10489,fashion,east,197.83,true,2026-02-27,2026-01-11 16:09:00
2129,10039,grocery,west,271.55,false,2026-02-28,2026-01-11 16:16:00
2130,10749,home,central,192.82,true,2026-03-01,2026-01-11 16:23:00
2131,10015,books,north,447.08,false,2026-03-02,2026-01-11 16:30:00
2132,10776,electronics,south,418.28,true,2026-03-03,2026-01-11 16:37:00
2133,10196,fashion,east,18.78,false,2026-03-04,2026-01-11 16:44:00
2134,10005,grocery,west,317.08,true,2026-03-05,2026-01-11 16:51:00
2135,10255,home,central,120.87,false,2026-03-06,2026-01-11 16:58:00
2136,10899,books,north,178.73,true,2026-03-07,2026-01-11 17:05:00
2137,10133,electronics,south,60.33,false,2026-03-08,2026-01-11 17:12:00
2138,10516,fashion,east,298.45,true,2026-03-09,2026-01-11 17:19:00
2139,10172,grocery,west,41.99,false,2026-03-10,2026-01-11 17:26:00
2140,10047,home,central,156.12,true,2026-03-11,2026-01-11 17:33:00
2141,10298,books,north,233.40,false,2026-03-12,2026-01-11 17:40:00
2142,10533,electronics,south,302.22,true,2026-03-13,2026-01-11 17:47:00
2143,10346,fashion,east,222.50,false,2026-03-14,2026-01-11 17:54:00
2144,10704,grocery,west,497.78,true,2026-03-15,2026-01-11 18:01:00
2145,10351,home,central,498.11,false,2026-03-16,2026-01-11 18:08:00
2146,10502,books,north,186.03,true,2026-03-17,2026-01-11 18:15:00
2147,10193,electronics,south,90.79,false,2026-03-18,2026-01-11 18:22:00
2148,10832,fashion,east,207.66,true,2026-03-19,2026-01-11 18:29:00
2149,10234,grocery,west,119.92,false,2026-03-20,2026-01-11 18:36:00
2150,10135,home,central,113.48,true,2026-03-21,2026-01-11 18:43:00
2151,10023,books,north,298.95,false,2026-03-22,2026-01-11 18:50:00
2152,10174,electronics,south,70.35,true,2026-03-23,2026-01-11 18:57:00
2153,10729,fashion,east,328.76,false,2026-03-24,2026-01-11 19:04:00
2154,10039,grocery,west,193.84,true,2026-03-25,2026-01-11 19:11:00
2155,10656,home,central,135.34,false,2026-03-26,2026-01-11 19:18:00
2156,10548,books,north,315.34,true,2026-03-27,2026-01-11 19:25:00
2157,10609,electronics,south,497.39,false,2026-03-28,2026-01-11 19:32:00
2158,10678,fashion,east,62.98,true,2026-03-29,2026-01-11 19:39:00
2159,10857,grocery,west,19.67,false,2026-03-30,2026-01-11 19:46:00
2160,10707,home,central,66.74,true,2026-03-31,2026-01-11 19:53:00
2161,10455,books,north,196.32,false,2026-01-01,2026-01-11 20:00:00
2162,10561,electronics,south,133.84,true,2026-01-02,2026-01-11 20:07:00
2163,10719,fashion,east,85.03,false,2026-01-03,2026-01-11 20:14:00
2164,10712,grocery,west,346.01,true,2026-01-04,2026-01-11 20:21:00
2165,10010,home,central,157.55,false,2026-01-05,2026-01-11 20:28:00
2166,10678,books,north,59.48,true,2026-01-06,2026-01-11 20:35:00
2167,10533,electronics,south,142.29,false,2026-01-07,2026-01-11 20:42:00
2168,10621,fashion,east,353.36,true,2026-01-08,2026-01-11 20:49:00
2169,10429,grocery,west,417.02,false,2026-01-09,2026-01-11 20:56:00
2170,10108,home,central,260.68,true,2026-01-10,2026-01-11 21:03:00
2171,10633,books,north,67.69,false,2026-01-11,2026-01-11 21:10:00
2172,10117,electronics,south,394.53,true,2026-01-12,2026-01-11 21:17:00
2173,10510,fashion,east,107.34,false,2026-01-13,2026-01-11 21:24:00
2174,10205,grocery,west,391.20,true,2026-01-14,2026-01-11 21:31:00
2175,10852,home,central,266.34,false,2026-01-15,2026-01-11 21:38:00
2176,10207,books,north,185.38,true,2026-01-16,2026-01-11 21:45:00
2177,10420,electronics,south,154.72,false,2026-01-17,2026-01-11 21:52:00
2178,10041,fashion,east,278.59,true,2026-01-18,2026-01-11 21:59:00
2179,10213,grocery,west,347.22,false,2026-01-19,2026-01-11 22:06:00
2180,10493,home,central,172.00,true,2026-01-20,2026-01-11 22:13:00
2181,10003,books,north,16.25,false,2026-01-21,2026-01-11 22:20:00
2182,10092,electronics,south,454.37,true,2026-01-22,2026-01-11 22:27:00
2183,10856,fashion,east,291.33,false,2026-01-23,2026-01-11 22:34:00
2184,10506,grocery,west,83.08,true,2026-01-24,2026-01-11 22:41:00
2185,10093,home,central,391.97,false,2026-01-25,2026-01-11 22:48:00
2186,10077,books,north,364.55,true,2026-01-26,2026-01-11 22:55:00
2187,10104,electronics,south,453.34,false,2026-01-27,2026-01-11 23:02:00
2188,10660,fashion,east,123.27,true,2026-01-28,2026-01-11 23:09:00
2189,10304,grocery,west,139.42,false,2026-01-29,2026-01-11 23:16:00
2190,10052,home,central,58.91,true,2026-01-30,2026-01-11 23:23:00
2191,10179,books,north,438.33,false,2026-01-31,2026-01-11 23:30:00
2192,10873,electronics,south,152.38,true,2026-02-01,2026-01-11 23:37:00
2193,10821,fashion,east,341.62,false,2026-02-02,2026-01-11 23:44:00
2194,10437,grocery,west,371.88,true,2026-02-03,2026-01-11 23:51:00
2195,10098,home,central,427.11,false,2026-02-04,2026-01-11 23:58:00
2196,10047,books,north,14.74,true,2026-02-05,2026-01-12 00:05:00
2197,10142,electronics,south,335.04,false,2026-02-06,2026-01-12 00:12:00
2198,10175,fashion,east,171.04,true,2026-02-07,2026-01-12 00:19:00
2199,10449,grocery,west,477.99,false,2026-02-08,2026-01-12 00:26:00
2200,10275,home,central,440.45,true,2026-02-09,2026-01-12 00:33:00
2201,10096,books,north,192.58,false,2026-02-10,2026-01-12 00:40:00
2202,10351,electronics,south,99.61,true,2026-02-11,2026-01-12 00:47:00
2203,10411,fashion,east,206.12,false,2026-02-12,2026-01-12 00:54:00
2204,10468,grocery,west,143.20,true,2026-02-13,2026-01-12 01:01:00
2205,10395,home,central,348.05,false,2026-02-14,2026-01-12 01:08:00
2206,10490,books,north,401.95,true,2026-02-15,2026-01-12 01:15:00
2207,10665,electronics,south,444.20,false,2026-02-16,2026-01-12 01:22:00
2208,10171,fashion,east,65.40,true,2026-02-17,2026-01-12 01:29:00
2209,10713,grocery,west,365.94,false,2026-02-18,2026-01-12 01:36:00
2210,10865,home,central,88.10,true,2026-02-19,2026-01-12 01:43:00
2211,10427,books,north,456.50,false,2026-02-20,2026-01-12 01:50:00
2212,10495,electronics,south,403.11,true,2026-02-21,2026-01-12 01:57:00
2213,10695,fashion,east,224.70,false,2026-02-22,2026-01-12 02:04:00
2214,10626,grocery,west,196.08,true,2026-02-23,2026-01-12 02:11:00
2215,10368,home,central,309.57,false,2026-02-24,2026-01-12 02:18:00
2216,10884,books,north,345.39,true,2026-02-25,2026-01-12 02:25:00
2217,10859,electronics,south,366.37,false,2026-02-26,2026-01-12 02:32:00
2218,10134,fashion,east,246.71,true,2026-02-27,2026-01-12 02:39:00
2219,10500,grocery,west,65.34,false,2026-02-28,2026-01-12 02:46:00
2220,10422,home,central,225.94,true,2026-03-01,2026-01-12 02:53:00
2221,10065,books,north,138.19,false,2026-03-02,2026-01-12 03:00:00
2222,10322,electronics,south,16.06,true,2026-03-03,2026-01-12 03:07:00
2223,10890,fashion,east,342.19,false,2026-03-04,2026-01-12 03:14:00
2224,10786,grocery,west,374.38,true,2026-03-05,2026-01-12 03:21:00
2225,10742,home,central,286.86,false,2026-03-06,2026-01-12 03:28:00
2226,10686,books,north,437.84,true,2026-03-07,2026-01-12 03:35:00
2227,10532,electronics,south,266.32,false,2026-03-08,2026-01-12 03:42:00
2228,10718,fashion,east,312.94,true,2026-03-09,2026-01-12 03:49:00
2229,10444,grocery,west,334.24,false,2026-03-10,2026-01-12 03:56:00
2230,10255,home,central,246.15,true,2026-03-11,2026-01-12 04:03:00
2231,10680,books,north,341.38,false,2026-03-12,2026-01-12 04:10:00
2232,10395,electronics,south,82.84,true,2026-03-13,2026-01-12 04:17:00
2233,10847,fashion,east,283.59,false,2026-03-14,2026-01-12 04:24:00
2234,10628,grocery,west,36.74,true,2026-03-15,2026-01-12 04:31:00
2235,10659,home,central,467.84,false,2026-03-16,2026-01-12 04:38:00
2236,10518,books,north,425.93,true,2026-03-17,2026-01-12 04:45:00
2237,10873,electronics,south,252.96,false,2026-03-18,2026-01-12 04:52:00
2238,10170,fashion,east,46.68,true,2026-03-19,2026-01-12 04:59:00
2239,10504,grocery,west,167.11,false,2026-03-20,2026-01-12 05:06:00
2240,10339,home,central,485.37,true,2026-03-21,2026-01-12 05:13:00
2241,10052,books,north,258.40,false,2026-03-22,2026-01-12 05:20:00
2242,10564,electronics,south,325.23,true,2026-03-23,2026-01-12 05:27:00
2243,10413,fashion,east,410.38,false,2026-03-24,2026-01-12 05:34:00
2244,10081,grocery,west,234.96,true,2026-03-25,2026-01-12 05:41:00
2245,10821,home,central,290.79,false,2026-03-26,2026-01-12 05:48:00
2246,10091,books,north,429.73,true,2026-03-27,2026-01-12 05:55:00
2247,10458,electronics,south,164.87,false,2026-03-28,2026-01-12 06:02:00
2248,10510,fashion,east,375.17,true,2026-03-29,2026-01-12 06:09:00
2249,10019,grocery,west,60.30,false,2026-03-30,2026-01-12 06:16:00
2250,10423,home,central,27.56,true,2026-03-31,2026-01-12 06:23:00
2251,10563,books,north,10.08,false,2026-01-01,2026-01-12 06:30:00
2252,10094,electronics,south,397.97,true,2026-01-02,2026-01-12 06:37:00
2253,10634,fashion,east,322.39,false,2026-01-03,2026-01-12 06:44:00
2254,10521,grocery,west,285.54,true,2026-01-04,2026-01-12 06:51:00
2255,10671,home,central,339.02,false,2026-01-05,2026-01-12 06:58:00
2256,10350,books,north,188.04,true,2026-01-06,2026-01-12 07:05:00
2257,10056,electronics,south,410.13,false,2026-01-07,2026-01-12 07:12:00
2258,10865,fashion,east,232.69,true,2026-01-08,2026-01-12 07:19:00
2259,10574,grocery,west,386.03,false,2026-01-09,2026-01-12 07:26:00
2260,10615,home,central,241.84,true,2026-01-10,2026-01-12 07:33:00
2261,10673,books,north,188.01,false,2026-01-11,2026-01-12 07:40:00
2262,10464,electronics,south,65.87,true,2026-01-12,2026-01-12 07:47:00
2263,10778,fashion,east,332.87,false,2026-01-13,2026-01-12 07:54:00
2264,10003,grocery,west,177.26,true,2026-01-14,2026-01-12 08:01:00
2265,10850,home,central,320.49,false,2026-01-15,2026-01-12 08:08:00
2266,10820,books,north,153.07,true,2026-01-16,2026-01-12 08:15:00
2267,10535,electronics,south,193.21,false,2026-01-17,2026-01-12 08:22:00
2268,10109,fashion,east,32.43,true,2026-01-18,2026-01-12 08:29:00
2269,10169,grocery,west,251.29,false,2026-01-19,2026-01-12 08:36:00
2270,10842,home,central,361.26,true,2026-01-20,2026-01-12 08:43:00
2271,10739,books,north,210.51,false,2026-01-21,2026-01-12 08:50:00
2272,10261,electronics,south,309.32,true,2026-01-22,2026-01-12 08:57:00
2273,10193,fashion,east,69.17,false,2026-01-23,2026-01-12 09:04:00
2274,10873,grocery,west,202.52,true,2026-01-24,2026-01-12 09:11:00
2275,10469,home,central,414.03,false,2026-01-25,2026-01-12 09:18:00
2276,10196,books,north,361.23,true,2026-01-26,2026-01-12 09:25:00
2277,10111,electronics,south,381.00,false,2026-01-27,2026-01-12 09:32:00
2278,10048,fashion,east,464.05,true,2026-01-28,2026-01-12 09:39:00
2279,10858,grocery,west,339.35,false,2026-01-29,2026-01-12 09:46:00
2280,10127,home,central,388.35,true,2026-01-30,2026-01-12 09:53:00
2281,10462,books,north,234.12,false,2026-01-31,2026-01-12 10:00:00
2282,10604,electronics,south,478.53,true,2026-02-01,2026-01-12 10:07:00
2283,10138,fashion,east,482.29,false,2026-02-02,2026-01-12 10:14:00
2284,10005,grocery,west,269.88,true,2026-02-03,2026-01-12 10:21:00
2285,10050,home,central,281.08,false,2026-02-04,2026-01-12 10:28:00
2286,10444,books,north,421.02,true,2026-02-05,2026-01-12 10:35:00
2287,10495,electronics,south,462.94,false,2026-02-06,2026-01-12 10:42:00
2288,10800,fashion,east,461.37,true,2026-02-07,2026-01-12 10:49:00
2289,10182,grocery,west,348.99,false,2026-02-08,2026-01-12 10:56:00
2290,10178,home,central,367.94,true,2026-02-09,2026-01-12 11:03:00
2291,10132,books,north,60.74,false,2026-02-10,2026-01-12 11:10:00
2292,10674,electronics,south,304.27,true,2026-02-11,2026-01-12 11:17:00
2293,10330,fashion,east,257.01,false,2026-02-12,2026-01-12 11:24:00
2294,10394,grocery,west,215.15,true,2026-02-13,2026-01-12 11:31:00
2295,10624,home,central,458.80,false,2026-02-14,2026-01-12 11:38:00
2296,10781,books,north,131.64,true,2026-02-15,2026-01-12 11:45:00
2297,10408,electronics,south,482.16,false,2026-02-16,2026-01-12 11:52:00
2298,10302,fashion,east,231.89,true,2026-02-17,2026-01-12 11:59:00
2299,10137,grocery,west,77.71,false,2026-02-18,2026-01-12 12:06:00
2300,10617,home,central,353.01,true,2026-02-19,2026-01-12 12:13:00
2301,10767,books,north,261.02,false,2026-02-20,2026-01-12 12:20:00
2302,10864,electronics,south,353.73,true,2026-02-21,2026-01-12 12:27:00
2303,10882,fashion,east,163.82,false,2026-02-22,2026-01-12 12:34:00
2304,10755,grocery,west,468.40,true,2026-02-23,2026-01-12 12:41:00
2305,10648,home,central,116.50,false,2026-02-24,2026-01-12 12:48:00
2306,10215,books,north,315.84,true,2026-02-25,2026-01-12 12:55:00
2307,10298,electronics,south,346.44,false,2026-02-26,2026-01-12 13:02:00
2308,10689,fashion,east,75.01,true,2026-02-27,2026-01-12 13:09:00
2309,10728,grocery,west,328.54,false,2026-02-28,2026-01-12 13:16:00
2310,10183,home,central,256.91,true,2026-03-01,2026-01-12 13:23:00
2311,10711,books,north,322.07,false,2026-03-02,2026-01-12 13:30:00
2312,10728,electronics,south,66.55,true,2026-03-03,2026-01-12 13:37:00
2313,10361,fashion,east,285.52,false,2026-03-04,2026-01-12 13:44:00
2314,10597,grocery,west,289.61,true,2026-03-05,2026-01-12 13:51:00
2315,10684,home,central,357.96,false,2026-03-06,2026-01-12 13:58:00
2316,10691,books,north,376.46,true,2026-03-07,2026-01-12 14:05:00
2317,10862,electronics,south,271.61,false,2026-03-08,2026-01-12 14:12:00
2318,10899,fashion,east,425.18,true,2026-03-09,2026-01-12 14:19:00
2319,10828,grocery,west,16.26,false,2026-03-10,2026-01-12 14:26:00
2320,10110,home,central,22.38,true,2026-03-11,2026-01-12 14:33:00
2321,10149,books,north,36.00,false,2026-03-12,2026-01-12 14:40:00
2322,10058,electronics,south,107.95,true,2026-03-13,2026-01-12 14:47:00
2323,10769,fashion,east,394.91,false,2026-03-14,2026-01-12 14:54:00
2324,10294,grocery,west,344.86,true,2026-03-15,2026-01-12 15:01:00
2325,10150,home,central,421.30,false,2026-03-16,2026-01-12 15:08:00
2326,10708,books,north,394.34,true,2026-03-17,2026-01-12 15:15:00
2327,10209,electronics,south,379.26,false,2026-03-18,2026-01-12 15:22:00
2328,10034,fashion,east,185.75,true,2026-03-19,2026-01-12 15:29:00
2329,10464,grocery,west,60.22,false,2026-03-20,2026-01-12 15:36:00
2330,10889,home,central,341.01,true,2026-03-21,2026-01-12 15:43:00
2331,10576,books,north,433.77,false,2026-03-22,2026-01-12 15:50:00
2332,10761,electronics,south,327.09,true,2026-03-23,2026-01-12 15:57:00
2333,10399,fashion,east,126.42,false,2026-03-24,2026-01-12 16:04:00
2334,10804,grocery,west,400.45,true,2026-03-25,2026-01-12 16:11:00
2335,10713,home,central,150.94,false,2026-03-26,2026-01-12 16:18:00
2336,10681,books,north,33.02,true,2026-03-27,2026-01-12 16:25:00
2337,10391,electronics,south,199.90,false,2026-03-28,2026-01-12 16:32:00
2338,10808,fashion,east,488.15,true,2026-03-29,2026-01-12 16:39:00
2339,10321,grocery,west,483.26,false,2026-03-30,2026-01-12 16:46:00
2340,10056,home,central,16.35,true,2026-03-31,2026-01-12 16:53:00
2341,10258,books,north,109.51,false,2026-01-01,2026-01-12 17:00:00
2342,10890,electronics,south,392.65,true,2026-01-02,2026-01-12 17:07:00
2343,10892,fashion,east,227.10,false,2026-01-03,2026-01-12 17:14:00
2344,10231,grocery,west,456.63,true,2026-01-04,2026-01-12 17:21:00
2345,10722,home,central,357.68,false,2026-01-05,2026-01-12 17:28:00
2346,10377,books,north,380.00,true,2026-01-06,2026-01-12 17:35:00
2347,10560,electronics,south,371.84,false,2026-01-07,2026-01-12 17:42:00
2348,10202,fashion,east,390.31,true,2026-01-08,2026-01-12 17:49:00
2349,10199,grocery,west,154.15,false,2026-01-09,2026-01-12 17:56:00
2350,10182,home,central,491.89,true,2026-01-10,2026-01-12 18:03:00
2351,10077,books,north,101.62,false,2026-01-11,2026-01-12 18:10:00
2352,10178,electronics,south,370.19,true,2026-01-12,2026-01-12 18:17:00
2353,10123,fashion,east,194.83,false,2026-01-13,2026-01-12 18:24:00
2354,10439,grocery,west,146.77,true,2026-01-14,2026-01-12 18:31:00
2355,10271,home,central,73.73,false,2026-01-15,2026-01-12 18:38:00
2356,10599,books,north,424.55,true,2026-01-16,2026-01-12 18:45:00
2357,10006,electronics,south,171.98,false,2026-01-17,2026-01-12 18:52:00
2358,10727,fashion,east,469.37,true,2026-01-18,2026-01-12 18:59:00
2359,10041,grocery,west,85.31,false,2026-01-19,2026-01-12 19:06:00
2360,10331,home,central,302.47,true,2026-01-20,2026-01-12 19:13:00
2361,10793,books,north,466.87,false,2026-01-21,2026-01-12 19:20:00
2362,10631,electronics,south,423.14,true,2026-01-22,2026-01-12 19:27:00
2363,10309,fashion,east,250.37,false,2026-01-23,2026-01-12 19:34:00
2364,10587,grocery,west,279.58,true,2026-01-24,2026-01-12 19:41:00
2365,10075,home,central,394.18,false,2026-01-25,2026-01-12 19:48:00
2366,10326,books,north,267.44,true,2026-01-26,2026-01-12 19:55:00
2367,10189,electronics,south,265.10,false,2026-01-27,2026-01-12 20:02:00
2368,10806,fashion,east,257.52,true,2026-01-28,2026-01-12 20:09:00
2369,10426,grocery,west,276.11,false,2026-01-29,2026-01-12 20:16:00
2370,10414,home,central,55.05,true,2026-01-30,2026-01-12 20:23:00
2371,10227,books,north,442.86,false,2026-01-31,2026-01-12 20:30:00
2372,10680,electronics,south,172.62,true,2026-02-01,2026-01-12 20:37:00
2373,10370,fashion,east,153.85,false,2026-02-02,2026-01-12 20:44:00
2374,10771,grocery,west,312.96,true,2026-02-03,2026-01-12 20:51:00
